,indextest,block info,white,black,asian,4,5,6,7,index,creation_date,completion_date,community_area,street_address,type_of_service_request,latitude,longitude,police_district,ward,is_building_open_or_boarded_,number_of_potholes_filled_on_block,what_type_of_surface_is_the_graffiti_on_,what_is_the_nature_of_this_code_violation_,x_coordinate,y_coordinate,zip
0,1,"Block Group 1, Census Tract 8347, Cook County, Illinois",0,552,0,17,031,834700,1,100,2017-03-27T00:00:00,,68.0,S PEORIA 5721 ST,Vacant/Abandoned Building,41.7902453446,-87.6474833104,7.0,16.0,Open,,,,1171284.25497,1866901.99471,
0,1,"Block Group 2, Census Tract 5305.03, Cook County, Illinois",21,1827,48,17,031,530503,2,101,2017-03-27T00:00:00,,53.0,S EMERALD 12354 AVE,Vacant/Abandoned Building,41.6695574312,-87.6404322497,5.0,34.0,Open,,,,1173561.13877,1822939.97903,
0,1,"Block Group 3, Census Tract 8407, Cook County, Illinois",1626,90,0,17,031,840700,3,102,2017-03-27T00:00:00,,30.0,W 21ST 2658 PL,Vacant/Abandoned Building,41.8528622918,-87.6920079305,10.0,24.0,Open,,,,1158971.82872,1889625.58003,
0,1,"Block Group 2, Census Tract 5305.03, Cook County, Illinois",21,1827,48,17,031,530503,2,103,2017-03-27T00:00:00,,53.0,S EMERALD 12352 AVE,Vacant/Abandoned Building,41.6695944863,-87.6404333164,5.0,34.0,Open,,,,1173560.73877,1822953.47903,
0,1,"Block Group 3, Census Tract 2518, Cook County, Illinois",0,914,0,17,031,251800,3,104,2017-03-27T00:00:00,,25.0,W WEST END 4738 AVE,Vacant/Abandoned Building,41.8831489161,-87.7438637161,11.0,28.0,Boarded,,,,1144768.46621,1900560.7039,
0,1,"Block Group 1, Census Tract 4503, Cook County, Illinois",0,1342,0,17,031,450300,1,105,2017-03-26T00:00:00,,45.0,E 84TH 1644 ST,Vacant/Abandoned Building,41.7423993836,-87.5842334411,4.0,8.0,Open,,,,1188684.71603,1849611.23087,
0,1,"Block Group 1, Census Tract 6904, Cook County, Illinois",0,764,0,17,031,690400,1,106,2017-03-26T00:00:00,,69.0,S CALUMET 6900 AVE,Vacant/Abandoned Building,41.7693093224,-87.6169653255,3.0,6.0,Open,,,,1179670.24431,1859340.92307,
0,1,"Block Group 2, Census Tract 3802, Cook County, Illinois",112,1454,19,17,031,380200,2,107,2017-03-26T00:00:00,,38.0,S VINCENNES 4115 AVE,Vacant/Abandoned Building,41.8198769809,-87.6134944631,2.0,4.0,Open,,,,1180462.78111,1877775.38031,
0,1,"Block Group 1, Census Tract 8386, Cook County, Illinois",3,657,0,17,031,838600,1,108,2017-03-26T00:00:00,,29.0,S TROY 1113 ST,Vacant/Abandoned Building,41.8679991348,-87.7044956365,11.0,24.0,Open,,,,1155529.27991,1895116.24378,
0,1,"Block Group 2, Census Tract 5302, Cook County, Illinois",0,1098,0,17,031,530200,2,109,2017-03-26T00:00:00,,53.0,S STATE 11807 ST,Vacant/Abandoned Building,41.6796436253,-87.6227101054,5.0,9.0,Open,,,,1178372.81778,1826654.68099,
0,1,"Block Group 1, Census Tract 6121, Cook County, Illinois",92,968,33,17,031,612100,1,110,2017-03-26T00:00:00,,61.0,S PEORIA 5344 ST,Vacant/Abandoned Building,41.7967361286,-87.6476796787,9.0,20.0,Open,,,,1171211.84007,1869266.76797,
0,1,"Block Group 2, Census Tract 8343, Cook County, Illinois",0,1270,0,17,031,834300,2,111,2017-03-26T00:00:00,,45.0,S AVALON 7834 AVE,Vacant/Abandoned Building,41.7525964521,-87.594299279,4.0,8.0,Open,,,,1185905.74492,1853303.20053,
0,1,"Block Group 2, Census Tract 4208, Cook County, Illinois",113,1128,0,17,031,420800,2,112,2017-03-25T00:00:00,,42.0,S DREXEL 6525 AVE,Vacant/Abandoned Building,41.776345021,-87.6034056257,3.0,20.0,Open,,,,1183347.49997,1861935.78158,
0,1,"Block Group 4, Census Tract 5303, Cook County, Illinois",60,1474,0,17,031,530300,4,113,2017-03-25T00:00:00,,53.0,S LOOMIS 11558 ST,Vacant/Abandoned Building,41.6838202618,-87.6567093454,5.0,34.0,Open,,,,1169073.15152,1828101.82063,
0,1,"Block Group 2, Census Tract 6116, Cook County, Illinois",6,999,0,17,031,611600,2,114,2017-03-25T00:00:00,,61.0,W GARFIELD 2100 BLVD,Vacant/Abandoned Building,41.7938904183,-87.6767353604,9.0,16.0,Open,,,,1163296.90989,1868167.9544,
0,1,"Block Group 1, Census Tract 3902, Cook County, Illinois",107,747,43,17,031,390200,1,115,2017-03-25T00:00:00,,39.0,E 44TH 1134 ST,Vacant/Abandoned Building,41.8146356648,-87.598093223,2.0,4.0,Open,,,,1184677.19987,1875901.0145,
0,1,"Block Group 4, Census Tract 4909.02, Cook County, Illinois",6,1073,0,17,031,490902,4,116,2017-03-25T00:00:00,,49.0,S DR MARTIN LUTHER KING JR 10454 DR,Vacant/Abandoned Building,41.7044932901,-87.6136924888,5.0,9.0,Open,,,,1180760.54972,1835730.03678,
0,1,"Block Group 4, Census Tract 6720, Cook County, Illinois",25,402,0,17,031,672000,4,117,2017-03-24T00:00:00,,67.0,S SEELEY 7210 AVE,Vacant/Abandoned Building,41.7627930201,-87.674693613,7.0,17.0,Open,,,,1163940.4655,1856840.55609,
0,1,"Block Group 3, Census Tract 4401.01, Cook County, Illinois",0,602,0,17,031,440101,3,118,2017-03-24T00:00:00,,44.0,S ELLIS 8101 AVE,Vacant/Abandoned Building,41.7476619768,-87.6002332992,6.0,8.0,Boarded,,,,1184301.87501,1851491.26769,
0,1,"Block Group 1, Census Tract 6702, Cook County, Illinois",42,792,0,17,031,670200,1,119,2017-03-24T00:00:00,,67.0,S LAFLIN 5727 ST,Vacant/Abandoned Building,41.7899266483,-87.6620412431,7.0,16.0,Open,,,,1167315.12989,1866754.52922,
0,1,"Block Group 4, Census Tract 5203, Cook County, Illinois",1146,45,28,17,031,520300,4,120,2017-03-24T00:00:00,,52.0,S MACKINAW 10725 AVE,Vacant/Abandoned Building,41.7004931443,-87.5425628393,4.0,10.0,Open,,,,1200197.26933,1834442.76219,
0,1,"Block Group 1, Census Tract 4308, Cook County, Illinois",33,847,0,17,031,430800,1,121,2017-03-24T00:00:00,,43.0,S YATES 7305 BLVD,Vacant/Abandoned Building,41.7625277335,-87.5664485821,3.0,7.0,Boarded,,,,1193472.9868,1856988.59008,
0,1,"Block Group 1, Census Tract 2512, Cook County, Illinois",0,779,70,17,031,251200,1,122,2017-03-24T00:00:00,,25.0,W CORTEZ 5524 ST,Vacant/Abandoned Building,41.899422891,-87.7641713357,15.0,37.0,Boarded,,,,1139199.14183,1906453.59221,
0,1,"Block Group 1, Census Tract 8345, Cook County, Illinois",83,1515,0,17,031,834500,1,123,2017-03-24T00:00:00,,40.0,S INDIANA 5921 AVE,Vacant/Abandoned Building,41.7870566601,-87.6206488433,2.0,20.0,Open,,,,1178611.80362,1865799.57932,
0,1,"Block Group 2, Census Tract 6115, Cook County, Illinois",1208,225,5,17,031,611500,2,124,2017-03-24T00:00:00,,61.0,S HOYNE 5037 AVE,Vacant/Abandoned Building,41.8020329987,-87.6769569124,9.0,15.0,Open,,,,1163213.83869,1871134.5978,
0,1,"Block Group 1, Census Tract 2004.01, Cook County, Illinois",344,35,48,17,031,200401,1,125,2017-03-24T00:00:00,,20.0,W ARMITAGE 4507 AVE,Vacant/Abandoned Building,41.9170137595,-87.7390491159,25.0,36.0,Open,,,,1145994.0516,1912910.08198,
0,1,"Block Group 4, Census Tract 6904, Cook County, Illinois",6,857,0,17,031,690400,4,126,2017-03-24T00:00:00,,69.0,S WABASH 6741 AVE,Vacant/Abandoned Building,41.7720608047,-87.6234756755,3.0,6.0,Open,,,,1177885.9801,1860328.81721,
0,1,"Block Group 2, Census Tract 6308, Cook County, Illinois",1083,0,0,17,031,630800,2,127,2017-03-24T00:00:00,,63.0,S CALIFORNIA 5623 AVE,Vacant/Abandoned Building,41.7914472539,-87.693735659,8.0,15.0,Open,,,,1158667.72023,1867242.73312,
0,1,"Block Group 3, Census Tract 5305.03, Cook County, Illinois",0,2242,0,17,031,530503,3,128,2017-03-24T00:00:00,,53.0,W 128TH 500 PL,Vacant/Abandoned Building,41.6605801509,-87.6341183568,5.0,9.0,Open,,,,1175312.74,1819682.71997,
0,1,"Block Group 1, Census Tract 7101, Cook County, Illinois",66,1224,0,17,031,710100,1,129,2017-03-23T00:00:00,,71.0,W 77TH 744 ST,Vacant/Abandoned Building,41.7542805967,-87.6431328524,6.0,17.0,Open,,,,1172575.82357,1853806.2103,
0,1,"Block Group 2, Census Tract 6811, Cook County, Illinois",0,640,0,17,031,681100,2,130,2017-03-23T00:00:00,,68.0,S GREEN 6939 ST,Vacant/Abandoned Building,41.7681029978,-87.6457086331,7.0,6.0,Open,,,,1171832.7388,1858837.34971,
0,1,"Block Group 2, Census Tract 4914, Cook County, Illinois",7,530,0,17,031,491400,2,131,2017-03-23T00:00:00,,49.0,S EDBROOKE 11412 AVE,Vacant/Abandoned Building,41.6867377205,-87.6194527601,5.0,9.0,Open,,,,1179241.22103,1829247.03278,
0,1,"Block Group 3, Census Tract 4207, Cook County, Illinois",0,602,0,17,031,420700,3,132,2017-03-23T00:00:00,,42.0,S ST LAWRENCE 6502 AVE,Vacant/Abandoned Building,41.776654562,-87.6107181516,3.0,20.0,Open,,,,1181351.95122,1862031.73091,
0,1,"Block Group 2, Census Tract 4406, Cook County, Illinois",27,1288,0,17,031,440600,2,133,2017-03-23T00:00:00,,44.0,S WABASH 8738 AVE,Vacant/Abandoned Building,41.7356765167,-87.6225862804,6.0,9.0,Boarded,,,,1178238.12039,1847072.70017,
0,1,"Block Group 2, Census Tract 6904, Cook County, Illinois",0,1017,0,17,031,690400,2,134,2017-03-23T00:00:00,,69.0,E 69TH 219 PL,Vacant/Abandoned Building,41.7683528786,-87.6198725333,3.0,6.0,Open,,,,1178880.06443,1858985.81011,
0,1,"Block Group 2, Census Tract 8348, Cook County, Illinois",3,647,11,17,031,834800,2,135,2017-03-23T00:00:00,,68.0,W 62ND 631 ST,Vacant/Abandoned Building,41.7816513031,-87.6408610199,7.0,16.0,Open,,,,1173115.41359,1863784.86062,
0,1,"Block Group 2, Census Tract 7305, Cook County, Illinois",9,700,0,17,031,730500,2,136,2017-03-23T00:00:00,,49.0,W 103RD 443 ST,Vacant/Abandoned Building,41.7070260763,-87.6344369037,22.0,34.0,,,,,1175088.39999,1836606.29971,
0,1,"Block Group 2, Census Tract 5608, Cook County, Illinois",1182,97,0,17,031,560800,2,137,2017-03-23T00:00:00,,56.0,S MAYFIELD 5200 AVE,Vacant/Abandoned Building,41.7980973733,-87.7697861619,8.0,14.0,Open,,,,1137912.84868,1869520.87163,
0,1,"Block Group 1, Census Tract 6121, Cook County, Illinois",92,968,33,17,031,612100,1,138,2017-03-23T00:00:00,,61.0,S PEORIA 5216 ST,Vacant/Abandoned Building,41.7994318394,-87.6477233398,9.0,20.0,Open,,,,1171192.09988,1870248.97367,
0,1,"Block Group 1, Census Tract 2604, Cook County, Illinois",12,1596,0,17,031,260400,1,139,2017-03-23T00:00:00,,26.0,W WASHINGTON 4506 BLVD,Vacant/Abandoned Building,41.8818985794,-87.7381018872,11.0,28.0,Open,,,,1146340.63611,1900115.9129,
0,1,"Block Group 2, Census Tract 8388, Cook County, Illinois",764,1876,0,17,031,838800,2,140,2017-03-23T00:00:00,,51.0,S TORRENCE 10814 AVE,Vacant/Abandoned Building,41.6989608682,-87.5595464772,4.0,10.0,Boarded,,,,1195564.28192,1833842.29,
0,1,"Block Group 2, Census Tract 8388, Cook County, Illinois",764,1876,0,17,031,838800,2,141,2017-03-23T00:00:00,,51.0,S TORRENCE 10822 AVE,Vacant/Abandoned Building,41.6988469707,-87.5595452794,4.0,10.0,Boarded,,,,1195564.98192,1833800.79,
0,1,"Block Group 2, Census Tract 6904, Cook County, Illinois",0,1017,0,17,031,690400,2,142,2017-03-23T00:00:00,,69.0,E 69TH 215 PL,Vacant/Abandoned Building,41.7683519185,-87.6199388933,3.0,6.0,Open,,,,1178861.96443,1858985.31011,
0,1,"Block Group 1, Census Tract 5303, Cook County, Illinois",0,678,0,17,031,530300,1,143,2017-03-23T00:00:00,,53.0,S SANGAMON 11709 ST,Vacant/Abandoned Building,41.6812326001,-87.6456766727,5.0,34.0,,,,,1172094.3229,1827182.77268,
0,1,"Block Group 1, Census Tract 7112, Cook County, Illinois",0,1396,12,17,031,711200,1,144,2017-03-23T00:00:00,,71.0,S MARSHFIELD 8239 AVE,Vacant/Abandoned Building,41.7441599603,-87.6644944557,6.0,21.0,Open,,,,1166775.8032,1850072.30767,
0,1,"Block Group 1, Census Tract 4912, Cook County, Illinois",0,861,17,17,031,491200,1,145,2017-03-23T00:00:00,,49.0,S PARNELL 11127 AVE,Vacant/Abandoned Building,41.6919325031,-87.6363207886,22.0,34.0,Open,,,,1174618.50007,1831102.21579,
0,1,"Block Group 3, Census Tract 5906, Cook County, Illinois",353,28,64,17,031,590600,3,146,2017-03-23T00:00:00,,59.0,S HONORE 3843 ST,Vacant/Abandoned Building,41.8236491393,-87.6714256685,9.0,12.0,Open,,,,1164661.29351,1879022.96897,
0,1,"Block Group 2, Census Tract 1407.01, Cook County, Illinois",733,62,160,17,031,140701,2,147,2017-03-23T00:00:00,,14.0,W LELAND 3505 AVE,Vacant/Abandoned Building,41.966554556,-87.7159644299,17.0,33.0,Open,,,,1152146.92997,1931007.25023,
0,1,"Block Group 1, Census Tract 4206, Cook County, Illinois",20,1284,14,17,031,420600,1,148,2017-03-23T00:00:00,,42.0,S VERNON 6112 AVE,Vacant/Abandoned Building,41.7836864879,-87.6144578553,3.0,20.0,Boarded,,,,1180310.47451,1864585.56692,
0,1,"Block Group 3, Census Tract 3108, Cook County, Illinois",1063,0,17,17,031,310800,3,149,2017-03-23T00:00:00,,31.0,W 21ST 1622 PL,Vacant/Abandoned Building,41.8532186266,-87.6669147767,12.0,25.0,Open,,,,1165807.19977,1889807.48502,
0,1,"Block Group 1, Census Tract 8370, Cook County, Illinois",12,1254,6,17,031,837000,1,150,2017-03-22T00:00:00,,27.0,W ADAMS 2935 ST,Vacant/Abandoned Building,41.8783028719,-87.699537208,11.0,27.0,Boarded,,,,1156852.11088,1898880.83957,
0,1,"Block Group 1, Census Tract 5301, Cook County, Illinois",532,408,0,17,031,530100,1,151,2017-03-22T00:00:00,,53.0,E KENSINGTON 149 AVE,Vacant/Abandoned Building,41.6839457373,-87.6193380017,5.0,9.0,Open,,,,1179280.9984,1828229.92989,
0,1,"Block Group 4, Census Tract 4302, Cook County, Illinois",14,1168,2,17,031,430200,4,152,2017-03-22T00:00:00,,43.0,S RIDGELAND 6832 AVE,Vacant/Abandoned Building,41.7709460705,-87.5825844725,3.0,5.0,Open,,,,1189043.95747,1860017.33481,
0,1,"Block Group 3, Census Tract 4601, Cook County, Illinois",81,728,0,17,031,460100,3,153,2017-03-22T00:00:00,,46.0,S EXCHANGE 8106 AVE,Vacant/Abandoned Building,41.7480970689,-87.5528264268,4.0,7.0,Open,,,,1197237.14243,1851763.5971,
0,1,"Block Group 1, Census Tract 2610, Cook County, Illinois",0,1154,0,17,031,261000,1,154,2017-03-22T00:00:00,,26.0,S KENNETH 703 AVE,Vacant/Abandoned Building,41.8722376824,-87.7365154076,11.0,24.0,Open,,,,1146797.14003,1896598.50002,
0,1,"Block Group 2, Census Tract 8367, Cook County, Illinois",110,932,0,17,031,836700,2,155,2017-03-22T00:00:00,,24.0,W GRAND 2664 AVE,Vacant/Abandoned Building,41.8930434007,-87.6934501715,12.0,26.0,Open,,,,1158469.75227,1904264.57453,
0,1,"Block Group 2, Census Tract 8370, Cook County, Illinois",168,794,0,17,031,837000,2,156,2017-03-22T00:00:00,,27.0,W MONROE 2926 ST,Vacant/Abandoned Building,41.880187924,-87.6996528878,11.0,27.0,Open,,,,1156815.53583,1899567.51727,
0,1,"Block Group 1, Census Tract 6607, Cook County, Illinois",93,1247,25,17,031,660700,1,157,2017-03-22T00:00:00,,66.0,S CLAREMONT 6407 AVE,Vacant/Abandoned Building,41.7772836688,-87.6822358674,8.0,16.0,Open,,,,1161842.80019,1862105.16547,
0,1,"Block Group 3, Census Tract 4805, Cook County, Illinois",122,703,0,17,031,480500,3,158,2017-03-22T00:00:00,,48.0,S MANISTEE 9200 AVE,Vacant/Abandoned Building,41.7281829434,-87.5567395533,4.0,7.0,Open,,,,1196234.79101,1844497.40642,
0,1,"Block Group 1, Census Tract 8421, Cook County, Illinois",244,711,0,17,031,842100,1,159,2017-03-22T00:00:00,,23.0,W CORTEZ 4339 ST,Vacant/Abandoned Building,41.8997935218,-87.7346982438,11.0,37.0,Boarded,,,,1147222.01013,1906643.26007,
0,1,"Block Group 1, Census Tract 6108, Cook County, Illinois",1486,17,40,17,031,610800,1,160,2017-03-22T00:00:00,,61.0,S NORMAL 4400 AVE,Vacant/Abandoned Building,41.8144804893,-87.6383694293,9.0,11.0,Open,,,,1173698.25987,1875753.10178,
0,1,"Block Group 2, Census Tract 4913, Cook County, Illinois",28,655,0,17,031,491300,2,161,2017-03-22T00:00:00,,49.0,W 114TH 29 ST,Vacant/Abandoned Building,41.687099277,-87.6237190527,5.0,34.0,Open,,,,1178074.82238,1829369.15152,
0,1,"Block Group 4, Census Tract 4910, Cook County, Illinois",3,1521,1,17,031,491000,4,162,2017-03-22T00:00:00,,49.0,W 108TH 250 PL,Vacant/Abandoned Building,41.6970830089,-87.6280156516,5.0,34.0,Open,,,,1176871.4494,1832997.46029,
0,1,"Block Group 1, Census Tract 4601, Cook County, Illinois",312,819,0,17,031,460100,1,163,2017-03-22T00:00:00,,46.0,S BUFFALO 8300 AVE,Vacant/Abandoned Building,41.744752352,-87.5442683931,4.0,10.0,Open,,,,1199583.67878,1850566.11067,
0,1,"Block Group 1, Census Tract 2922, Cook County, Illinois",0,844,0,17,031,292200,1,164,2017-03-22T00:00:00,,29.0,S ST LOUIS 1809 AVE,Vacant/Abandoned Building,41.8569118232,-87.7127076708,10.0,24.0,Open,,,,1153321.72859,1891059.77771,
0,1,"Block Group 1, Census Tract 6712, Cook County, Illinois",8,527,0,17,031,671200,1,165,2017-03-22T00:00:00,,67.0,S MARSHFIELD 6349 AVE,Vacant/Abandoned Building,41.7785444741,-87.6654480094,7.0,16.0,Open,,,,1166418.29749,1862599.70997,
0,1,"Block Group 1, Census Tract 4607, Cook County, Illinois",171,1054,33,17,031,460700,1,166,2017-03-21T00:00:00,,46.0,S MACKINAW 8732 AVE,Vacant/Abandoned Building,41.7368910725,-87.543149019,4.0,10.0,Open,,,,1199915.45868,1847704.33183,
0,1,"Block Group 1, Census Tract 4607, Cook County, Illinois",171,1054,33,17,031,460700,1,167,2017-03-21T00:00:00,,46.0,S MACKINAW 8730 AVE,Vacant/Abandoned Building,41.7369281426,-87.5431522285,4.0,10.0,Open,,,,1199914.45868,1847717.83183,
0,1,"Block Group 1, Census Tract 4607, Cook County, Illinois",171,1054,33,17,031,460700,1,168,2017-03-21T00:00:00,,46.0,S MACKINAW 8706 AVE,Vacant/Abandoned Building,41.737371079,-87.5431929644,4.0,10.0,Open,,,,1199901.85868,1847879.13183,
0,1,"Block Group 1, Census Tract 4607, Cook County, Illinois",171,1054,33,17,031,460700,1,169,2017-03-21T00:00:00,,46.0,S MACKINAW 8726 AVE,Vacant/Abandoned Building,41.7370020111,-87.5431590172,4.0,10.0,Open,,,,1199912.35868,1847744.73183,
0,1,"Block Group 1, Census Tract 4607, Cook County, Illinois",171,1054,33,17,031,460700,1,170,2017-03-21T00:00:00,,46.0,S MACKINAW 8700 AVE,Vacant/Abandoned Building,41.7374817458,-87.5432033325,4.0,10.0,Boarded,,,,1199898.65868,1847919.43183,
0,1,"Block Group 1, Census Tract 2605, Cook County, Illinois",9,1739,1,17,031,260500,1,171,2017-03-21T00:00:00,,26.0,W ADAMS 4425 ST,Vacant/Abandoned Building,41.877853414,-87.7359987641,11.0,28.0,Open,,,,1146923.61041,1898645.84048,
0,1,"Block Group 3, Census Tract 6814, Cook County, Illinois",0,771,0,17,031,681400,3,172,2017-03-21T00:00:00,,68.0,S SANGAMON 7431 ST,Vacant/Abandoned Building,41.7592617718,-87.6479027037,7.0,17.0,Boarded,,,,1171259.86893,1855610.90227,
0,1,"Block Group 1, Census Tract 7301, Cook County, Illinois",38,661,23,17,031,730100,1,173,2017-03-21T00:00:00,,73.0,S NORMAL 9211 AVE,Vacant/Abandoned Building,41.7268375194,-87.6360720598,22.0,21.0,Open,,,,1174583.44253,1843821.75093,
0,1,"Block Group 2, Census Tract 8340, Cook County, Illinois",0,641,0,17,031,834000,2,174,2017-03-21T00:00:00,,49.0,S WENTWORTH 9103 AVE,Vacant/Abandoned Building,41.7289125821,-87.628857372,6.0,21.0,Open,,,,1176546.68002,1844593.91761,
0,1,"Block Group 2, Census Tract 8340, Cook County, Illinois",0,641,0,17,031,834000,2,175,2017-03-21T00:00:00,,49.0,S WENTWORTH 9105 AVE,Vacant/Abandoned Building,41.7288755273,-87.6288563115,6.0,21.0,Open,,,,1176547.08002,1844580.41761,
0,1,"Block Group 2, Census Tract 6703, Cook County, Illinois",47,692,0,17,031,670300,2,176,2017-03-21T00:00:00,,67.0,S MARSHFIELD 5530 AVE,Vacant/Abandoned Building,41.7932070675,-87.6657796437,7.0,16.0,Open,,,,1166286.35993,1867941.9541,
0,1,"Block Group 5, Census Tract 2312, Cook County, Illinois",94,624,0,17,031,231200,5,177,2017-03-21T00:00:00,,23.0,N SPRINGFIELD 842 AVE,Vacant/Abandoned Building,41.8961648079,-87.7236602404,11.0,37.0,Open,,,,1150236.39769,1905342.11989,
0,1,"Block Group 4, Census Tract 4910, Cook County, Illinois",3,1521,1,17,031,491000,4,178,2017-03-21T00:00:00,,49.0,S LAFAYETTE 10549 AVE,Vacant/Abandoned Building,41.702554024,-87.6245809588,5.0,34.0,,,,,1177793.05988,1834998.73252,
0,1,"Block Group 2, Census Tract 1512, Cook County, Illinois",1292,0,21,17,031,151200,2,179,2017-03-21T00:00:00,,15.0,W HENDERSON 5824 ST,Vacant/Abandoned Building,41.9412475047,-87.7720478689,16.0,36.0,,,,,1136955.0673,1921680.38152,
0,1,"Block Group 4, Census Tract 4910, Cook County, Illinois",3,1521,1,17,031,491000,4,180,2017-03-21T00:00:00,,49.0,S LA SALLE 10559 ST,Vacant/Abandoned Building,41.7023244763,-87.6269561074,5.0,34.0,Open,,,,1177145.14669,1834909.75919,
0,1,"Block Group 2, Census Tract 7114, Cook County, Illinois",3,835,1,17,031,711400,2,181,2017-03-21T00:00:00,,71.0,S MORGAN 8756 ST,Vacant/Abandoned Building,41.7349719641,-87.6484649951,22.0,21.0,,,,,1171176.90307,1846758.69982,
0,1,"Block Group 3, Census Tract 7501, Cook County, Illinois",39,717,0,17,031,750100,3,182,2017-03-21T00:00:00,,75.0,W 107TH 1344 PL,Vacant/Abandoned Building,41.6990767125,-87.6560147574,22.0,34.0,Open,,,,1169219.17009,1833662.56629,
0,1,"Block Group 3, Census Tract 7501, Cook County, Illinois",39,717,0,17,031,750100,3,183,2017-03-21T00:00:00,,75.0,W 107TH 1346 PL,Vacant/Abandoned Building,41.699057462,-87.6560545065,22.0,34.0,Open,,,,1169208.37009,1833655.46629,
0,1,"Block Group 3, Census Tract 7501, Cook County, Illinois",39,717,0,17,031,750100,3,184,2017-03-21T00:00:00,,75.0,W 107TH 1352 PL,Vacant/Abandoned Building,41.6989998896,-87.6561745741,22.0,34.0,Open,,,,1169175.74553,1833634.22982,
0,1,"Block Group 3, Census Tract 7501, Cook County, Illinois",39,717,0,17,031,750100,3,185,2017-03-21T00:00:00,,75.0,W 107TH 1358 PL,Vacant/Abandoned Building,41.6989424146,-87.6562941844,22.0,34.0,Open,,,,1169143.24553,1833613.02982,
0,1,"Block Group 3, Census Tract 6117, Cook County, Illinois",168,246,0,17,031,611700,3,186,2017-03-21T00:00:00,,61.0,S WOLCOTT 5121 AVE,Vacant/Abandoned Building,41.8008697329,-87.6720654444,9.0,16.0,,,,,1164550.78612,1870720.93331,
0,1,"Block Group 1, Census Tract 4912, Cook County, Illinois",0,861,17,17,031,491200,1,187,2017-03-21T00:00:00,,49.0,S NORMAL 11436 AVE,Vacant/Abandoned Building,41.6863319509,-87.6349343752,22.0,34.0,Open,,,,1175013.70569,1829064.51328,
0,1,"Block Group 3, Census Tract 5305.03, Cook County, Illinois",0,2242,0,17,031,530503,3,188,2017-03-21T00:00:00,,53.0,S EMERALD 12755 AVE,Vacant/Abandoned Building,41.6620170755,-87.6401819316,5.0,34.0,,,,,1173651.62827,1820192.93128,
0,1,"Block Group 1, Census Tract 5306, Cook County, Illinois",10,1125,0,17,031,530600,1,189,2017-03-21T00:00:00,,53.0,S PRAIRIE 11927 AVE,Vacant/Abandoned Building,41.677619319,-87.6165786384,5.0,9.0,,,,,1180053.91321,1825930.92499,
