,indextest,block info,white,black,asian,4,5,6,7,index,creation_date,completion_date,community_area,street_address,type_of_service_request,latitude,longitude,police_district,ward,is_building_open_or_boarded_,number_of_potholes_filled_on_block,what_type_of_surface_is_the_graffiti_on_,what_is_the_nature_of_this_code_violation_,x_coordinate,y_coordinate,zip
0,1,"Block Group 1, Census Tract 6115, Cook County, Illinois",701,39,0,17,031,611500,1,1051,2017-01-09T00:00:00,,61.0,S SEELEY 4834 AVE,Vacant/Abandoned Building,41.8060505852,-87.6758383933,9.0,15.0,Open,,,,1163507.61017,1872600.91333,
0,1,"Block Group 1, Census Tract 2416, Cook County, Illinois",944,26,212,17,031,241600,1,1052,2017-01-09T00:00:00,,24.0,N BOSWORTH 1422 AVE,Vacant/Abandoned Building,41.9074133061,-87.6663458982,14.0,2.0,Open,,,,1165808.70493,1909557.17171,
0,1,"Block Group 4, Census Tract 4909.02, Cook County, Illinois",6,1073,0,17,031,490902,4,1053,2017-01-09T00:00:00,,50.0,S COTTAGE GROVE 10403 AVE,Vacant/Abandoned Building,41.7055028228,-87.6069442232,5.0,9.0,Open,,,,1182600.19051,1836113.36998,
0,1,"Block Group 2, Census Tract 8386, Cook County, Illinois",42,663,0,17,031,838600,2,1054,2017-01-09T00:00:00,,29.0,S FRANCISCO 1140 AVE,Vacant/Abandoned Building,41.8675687579,-87.6983754694,11.0,28.0,Open,,,,1157197.42421,1894971.68608,
0,1,"Block Group 2, Census Tract 5304, Cook County, Illinois",23,1209,19,17,031,530400,2,1055,2017-01-09T00:00:00,,53.0,S LOOMIS 12207 ST,Vacant/Abandoned Building,41.6720134204,-87.6563299078,5.0,34.0,Boarded,,,,1169210.60137,1823800.38349,
0,1,"Block Group 1, Census Tract 2521.02, Cook County, Illinois",0,2688,0,17,031,252102,1,1056,2017-01-09T00:00:00,,25.0,W ADAMS 5219 ST,Vacant/Abandoned Building,41.8784650803,-87.7555000709,15.0,29.0,Boarded,,,,1141611.25008,1898832.37189,
0,1,"Block Group 3, Census Tract 7107, Cook County, Illinois",9,670,0,17,031,710700,3,1057,2017-01-08T00:00:00,,71.0,S ELIZABETH 8229 ST,Vacant/Abandoned Building,41.744484934,-87.654790901,6.0,21.0,Open,,,,1169422.97898,1850211.45702,
0,1,"Block Group 6, Census Tract 5501, Cook County, Illinois",1163,272,0,17,031,550100,6,1058,2017-01-08T00:00:00,,55.0,S BUFFALO 13135 AVE,Vacant/Abandoned Building,41.6566767577,-87.543513454,4.0,10.0,Open,,,,1200084.02928,1818474.23931,
0,1,"Block Group 2, Census Tract 6806, Cook County, Illinois",16,957,0,17,031,680600,2,1059,2017-01-07T00:00:00,,68.0,S MAY 6008 ST,Vacant/Abandoned Building,41.7849336103,-87.653423179,7.0,16.0,Open,,,,1169679.7249,1864953.5685,
0,1,"Block Group 3, Census Tract 6304, Cook County, Illinois",902,0,0,17,031,630400,3,1060,2017-01-07T00:00:00,,63.0,W 55TH 3128 ST,Vacant/Abandoned Building,41.7935400041,-87.7022190429,9.0,14.0,Boarded,,,,1156348.70002,1867988.22003,
0,1,"Block Group 1, Census Tract 6121, Cook County, Illinois",92,968,33,17,031,612100,1,1061,2017-01-07T00:00:00,,61.0,S HALSTED 5400 ST,Vacant/Abandoned Building,41.7960420284,-87.6452022555,9.0,20.0,Boarded,,,,1171889.40422,1869019.24011,
0,1,"Block Group 2, Census Tract 8346, Cook County, Illinois",85,371,9,17,031,834600,2,1062,2017-01-06T00:00:00,,68.0,W ENGLEWOOD 414 AVE,Vacant/Abandoned Building,41.7808356608,-87.6354128212,7.0,20.0,Open,,,,1174603.78003,1863499.66002,
0,1,"Block Group 1, Census Tract 2004.02, Cook County, Illinois",267,7,17,17,031,200402,1,1063,2017-01-06T00:00:00,,20.0,N PULASKI 2054 RD,Vacant/Abandoned Building,41.9183972918,-87.7265982884,25.0,26.0,Open,,,,1149379.19237,1913437.97012,
0,1,"Block Group 5, Census Tract 6914, Cook County, Illinois",0,731,0,17,031,691400,5,1064,2017-01-06T00:00:00,,69.0,S EBERHART 7512 AVE,Vacant/Abandoned Building,41.758230993,-87.6126694322,6.0,6.0,Open,,,,1180875.9627,1855313.8576,
0,1,"Block Group 1, Census Tract 4312, Cook County, Illinois",18,1826,0,17,031,431200,1,1065,2017-01-05T00:00:00,,43.0,E 79TH 2154 ST,Vacant/Abandoned Building,41.7516581139,-87.5719244925,4.0,8.0,Open,,,,1192014.08409,1853014.51548,
0,1,"Block Group 1, Census Tract 6713, Cook County, Illinois",24,1056,0,17,031,671300,1,1066,2017-01-05T00:00:00,,67.0,S HONORE 6538 ST,Vacant/Abandoned Building,41.7750568657,-87.670179861,7.0,15.0,Open,,,,1165137.46027,1861318.86348,
0,1,"Block Group 2, Census Tract 5401.01, Cook County, Illinois",0,533,0,17,031,540101,2,1067,2017-01-05T00:00:00,,54.0,E 134TH 217 ST,Vacant/Abandoned Building,41.6518216474,-87.6165956243,5.0,9.0,,,,,1180127.44908,1816530.57997,
0,1,"Block Group 2, Census Tract 5401.01, Cook County, Illinois",0,533,0,17,031,540101,2,1068,2017-01-05T00:00:00,,54.0,E 134TH 217 ST,Vacant/Abandoned Building,41.6518216474,-87.6165956243,5.0,9.0,,,,,1180127.44908,1816530.57997,
0,1,"Block Group 1, Census Tract 7109, Cook County, Illinois",7,811,0,17,031,710900,1,1069,2017-01-04T00:00:00,,71.0,S EMERALD 8022 AVE,Vacant/Abandoned Building,41.7484335791,-87.6427562193,6.0,21.0,Open,,,,1172695.69199,1851676.43418,
0,1,"Block Group 1, Census Tract 7101, Cook County, Illinois",66,1224,0,17,031,710100,1,1070,2017-01-04T00:00:00,,71.0,S UNION 7801 AVE,Vacant/Abandoned Building,41.752459034,-87.641646536,6.0,6.0,Open,,,,1172986.71357,1853145.70597,
0,1,"Block Group 4, Census Tract 6814, Cook County, Illinois",0,441,0,17,031,681400,4,1071,2017-01-04T00:00:00,,68.0,S CARPENTER 7209 ST,Vacant/Abandoned Building,41.7631253142,-87.6504256777,7.0,6.0,Open,,,,1170560.33157,1857013.27,
0,1,"Block Group 1, Census Tract 4207, Cook County, Illinois",47,583,0,17,031,420700,1,1072,2017-01-04T00:00:00,,42.0,S EVANS 6352 AVE,Vacant/Abandoned Building,41.7794366326,-87.6071689785,3.0,20.0,Open,,,,1182311.47593,1863053.65279,
0,1,"Block Group 5, Census Tract 2312, Cook County, Illinois",94,624,0,17,031,231200,5,1073,2017-01-04T00:00:00,,23.0,N SPRINGFIELD 1135 AVE,Vacant/Abandoned Building,41.9015128605,-87.7238295794,11.0,37.0,,,,,1150176.44888,1907290.6208,
0,1,"Block Group 1, Census Tract 6911, Cook County, Illinois",0,709,0,17,031,691100,1,1074,2017-01-04T00:00:00,,69.0,S LAFAYETTE 7128 AVE,Vacant/Abandoned Building,41.7645700405,-87.626520596,7.0,6.0,Open,,,,1177077.80871,1857592.39989,
0,1,"Block Group 1, Census Tract 6703, Cook County, Illinois",0,371,0,17,031,670300,1,1075,2017-01-04T00:00:00,,67.0,W 59TH 1753 ST,Vacant/Abandoned Building,41.7866979324,-87.6684377726,7.0,15.0,Open,,,,1165579.84991,1865564.45192,
0,1,"Block Group 3, Census Tract 2515, Cook County, Illinois",0,893,0,17,031,251500,3,1076,2017-01-04T00:00:00,,25.0,N PINE 741 AVE,Vacant/Abandoned Building,41.8937370373,-87.7635220936,15.0,37.0,Open,,,,1139389.65321,1904382.84482,
0,1,"Block Group 2, Census Tract 8370, Cook County, Illinois",168,794,0,17,031,837000,2,1077,2017-01-03T00:00:00,,27.0,W WASHINGTON 2943 BLVD,Vacant/Abandoned Building,41.8828606828,-87.699861608,12.0,27.0,Open,,,,1156751.50731,1900541.04761,
0,1,"Block Group 2, Census Tract 4701, Cook County, Illinois",0,1619,0,17,031,470100,2,1078,2017-01-03T00:00:00,,47.0,S KENWOOD 9312 AVE,Vacant/Abandoned Building,41.7256909726,-87.5915648569,4.0,8.0,Boarded,,,,1186736.38003,1843505.51387,
0,1,"Block Group 3, Census Tract 5203, Cook County, Illinois",925,97,0,17,031,520300,3,1079,2017-01-03T00:00:00,,52.0,S AVENUE N 10809 nan,Vacant/Abandoned Building,41.6989561658,-87.5389077418,4.0,10.0,Open,,,,1201200.59381,1833891.89058,
0,1,"Block Group 4, Census Tract 6914, Cook County, Illinois",0,661,0,17,031,691400,4,1080,2017-01-03T00:00:00,,69.0,S RHODES 7603 AVE,Vacant/Abandoned Building,41.756592764,-87.6114220067,6.0,6.0,Boarded,,,,1181221.32179,1854719.75419,
0,1,"Block Group 2, Census Tract 8350, Cook County, Illinois",91,1093,0,17,031,835000,2,1081,2017-01-03T00:00:00,,66.0,W 63RD 2519 ST,Vacant/Abandoned Building,41.7792118762,-87.6868358548,8.0,16.0,Boarded,,,,1160582.82307,1862798.32338,
0,1,"Block Group 2, Census Tract 8350, Cook County, Illinois",91,1093,0,17,031,835000,2,1082,2017-01-03T00:00:00,,66.0,W 63RD 2521 ST,Vacant/Abandoned Building,41.7792106691,-87.6869139598,8.0,16.0,Boarded,,,,1160561.52307,1862797.72338,
0,1,"Block Group 1, Census Tract 8350, Cook County, Illinois",64,763,0,17,031,835000,1,1083,2017-01-03T00:00:00,,66.0,S CAMPBELL 5921 AVE,Vacant/Abandoned Building,41.786137841,-87.686270017,8.0,16.0,Boarded,,,,1160718.16482,1865323.25473,
0,1,"Block Group 1, Census Tract 6607, Cook County, Illinois",93,1247,25,17,031,660700,1,1084,2017-01-03T00:00:00,,66.0,S CLAREMONT 6519 AVE,Vacant/Abandoned Building,41.7752485636,-87.6821799989,8.0,16.0,Open,,,,1161863.65399,1861363.70427,
0,1,"Block Group 4, Census Tract 7305, Cook County, Illinois",31,1831,0,17,031,730500,4,1085,2017-01-03T00:00:00,,73.0,S WALLACE 9554 ST,Vacant/Abandoned Building,41.7205335259,-87.6383342441,22.0,21.0,Boarded,,,,1173984.46941,1841519.64898,
0,1,"Block Group 1, Census Tract 6709, Cook County, Illinois",0,458,0,17,031,670900,1,1086,2017-01-03T00:00:00,,67.0,S ELIZABETH 6032 ST,Vacant/Abandoned Building,41.784460557,-87.6558304064,7.0,16.0,,,,,1169024.56422,1864776.00889,
0,1,"Block Group 1, Census Tract 7111, Cook County, Illinois",0,1089,0,17,031,711100,1,1087,2017-01-03T00:00:00,,71.0,S RACINE 8527 AVE,Vacant/Abandoned Building,41.739080286,-87.6534277113,6.0,21.0,Boarded,,,,1169810.55289,1848244.9919,
0,1,"Block Group 1, Census Tract 5501, Cook County, Illinois",783,146,0,17,031,550100,1,1088,2017-01-03T00:00:00,,55.0,E 134TH 4000 ST,Vacant/Abandoned Building,41.6516323637,-87.5276394908,4.0,10.0,,,,,1204439.11999,1816676.27998,
0,1,"Block Group 1, Census Tract 2515, Cook County, Illinois",65,807,0,17,031,251500,1,1089,2017-01-02T00:00:00,,25.0,N LATROBE 632 AVE,Vacant/Abandoned Building,41.8917692115,-87.7567078458,15.0,37.0,Open,,,,1141249.76018,1903678.16579,
0,1,"Block Group 3, Census Tract 2211, Cook County, Illinois",904,478,18,17,031,221100,3,1090,2017-01-02T00:00:00,,22.0,W BELDEN 3520 AVE,Vacant/Abandoned Building,41.9228136033,-87.7136808017,14.0,35.0,Open,,,,1152883.20579,1915072.41622,
0,1,"Block Group 3, Census Tract 7306, Cook County, Illinois",0,1314,0,17,031,730600,3,1091,2017-01-01T00:00:00,,73.0,S MORGAN 10101 ST,Vacant/Abandoned Building,41.7104871942,-87.6477902156,22.0,34.0,Open,,,,1171432.12667,1837838.18043,
0,1,"Block Group 1, Census Tract 4409, Cook County, Illinois",2,907,0,17,031,440900,1,1092,2016-12-31T00:00:00,,44.0,E 90TH 604 PL,Vacant/Abandoned Building,41.7301892318,-87.6094152705,6.0,8.0,Open,,,,1181849.79652,1845103.1499,
0,1,"Block Group 1, Census Tract 3008, Cook County, Illinois",1283,0,0,17,031,300800,1,1093,2016-12-31T00:00:00,,30.0,S KEDZIE 2330 AVE,Vacant/Abandoned Building,41.8494024181,-87.7051844992,10.0,12.0,Open,,,,1155391.22833,1888338.27741,
0,1,"Block Group 2, Census Tract 4406, Cook County, Illinois",27,1288,0,17,031,440600,2,1094,2016-12-31T00:00:00,,44.0,S WABASH 8724 AVE,Vacant/Abandoned Building,41.7359339744,-87.6225929678,6.0,9.0,Boarded,,,,1178235.52039,1847166.50017,
0,1,"Block Group 1, Census Tract 6606, Cook County, Illinois",58,968,0,17,031,660600,1,1095,2016-12-30T00:00:00,,66.0,S CAMPBELL 6418 AVE,Vacant/Abandoned Building,41.7770738133,-87.6860266005,8.0,16.0,Open,,,,1160809.41357,1862020.89008,
0,1,"Block Group 1, Census Tract 8355, Cook County, Illinois",3,599,0,17,031,835500,1,1096,2016-12-30T00:00:00,,37.0,S WENTWORTH 4160 AVE,Vacant/Abandoned Building,41.8187015097,-87.6312624342,9.0,3.0,Open,,,,1175623.08187,1877306.96991,
0,1,"Block Group 1, Census Tract 6119, Cook County, Illinois",273,982,0,17,031,611900,1,1097,2016-12-30T00:00:00,,61.0,S JUSTINE 5335 ST,Vacant/Abandoned Building,41.797046835,-87.6634510148,9.0,16.0,Boarded,,,,1166910.45789,1869346.08028,
0,1,"Block Group 1, Census Tract 6809, Cook County, Illinois",9,895,8,17,031,680900,1,1098,2016-12-29T00:00:00,,68.0,S PARNELL 6507 AVE,Vacant/Abandoned Building,41.7759808984,-87.638827017,7.0,20.0,Open,,,,1173686.85999,1861723.08013,
0,1,"Block Group 2, Census Tract 6118, Cook County, Illinois",25,532,0,17,031,611800,2,1099,2016-12-29T00:00:00,,61.0,S HERMITAGE 5334 AVE,Vacant/Abandoned Building,41.7970108108,-87.668311329,9.0,16.0,Open,,,,1165585.26433,1869322.66303,
0,1,"Block Group 1, Census Tract 8317, Cook County, Illinois",1346,135,244,17,031,831700,1,1100,2016-12-29T00:00:00,,15.0,W WARWICK 4635 AVE,Vacant/Abandoned Building,41.9489055561,-87.7433464996,17.0,30.0,Boarded,,,,1144744.47221,1924523.42999,
0,1,"Block Group 2, Census Tract 206.01, Cook County, Illinois",1984,172,895,17,031,020601,2,1101,2016-12-28T00:00:00,,2.0,W DEVON 3024 AVE,Vacant/Abandoned Building,41.9974578074,-87.7054569959,24.0,50.0,Open,,,,1154921.94773,1942289.3158,
0,1,"Block Group 2, Census Tract 2519, Cook County, Illinois",0,1761,0,17,031,251900,2,1102,2016-12-28T00:00:00,,25.0,W WASHINGTON 5210 BLVD,Vacant/Abandoned Building,41.882360939,-87.7555085074,15.0,28.0,Open,,,,1141599.39448,1900252.00051,
0,1,"Block Group 3, Census Tract 3108, Cook County, Illinois",1063,0,17,17,031,310800,3,1103,2016-12-27T00:00:00,,31.0,W CULLERTON 1713 ST,Vacant/Abandoned Building,41.8550122788,-87.6692167344,12.0,25.0,Open,,,,1165175.00259,1890456.22817,
0,1,"Block Group 1, Census Tract 6117, Cook County, Illinois",186,324,0,17,031,611700,1,1104,2016-12-27T00:00:00,,61.0,S WOOD 5426 ST,Vacant/Abandoned Building,41.7950997043,-87.6694745242,9.0,16.0,Open,,,,1165273.46571,1868623.81641,
0,1,"Block Group 1, Census Tract 8347, Cook County, Illinois",0,552,0,17,031,834700,1,1105,2016-12-27T00:00:00,,68.0,S GREEN 5638 ST,Vacant/Abandoned Building,41.791770475,-87.6463059618,7.0,20.0,,,,,1171600.88362,1867460.30582,
0,1,"Block Group 2, Census Tract 5305.01, Cook County, Illinois",51,1064,8,17,031,530501,2,1106,2016-12-26T00:00:00,,53.0,S UNION 12208 AVE,Vacant/Abandoned Building,41.6722313794,-87.6393202403,5.0,34.0,Open,,,,1173857.11142,1823916.77319,
0,1,"Block Group 3, Census Tract 8348, Cook County, Illinois",0,557,0,17,031,834800,3,1107,2016-12-26T00:00:00,,68.0,W 60TH 743 ST,Vacant/Abandoned Building,41.7850543686,-87.643958982,7.0,16.0,Open,,,,1172260.52643,1865018.12473,
0,1,"Block Group 4, Census Tract 8351, Cook County, Illinois",1090,6,0,17,031,835100,4,1108,2016-12-26T00:00:00,,63.0,S FAIRFIELD 5711 AVE,Vacant/Abandoned Building,41.7898672741,-87.6924727423,8.0,16.0,Open,,,,1159016.40977,1866669.5641,
0,1,"Block Group 3, Census Tract 7102, Cook County, Illinois",48,1300,0,17,031,710200,3,1109,2016-12-26T00:00:00,,71.0,S CARPENTER 7646 ST,Vacant/Abandoned Building,41.7551667216,-87.6502221115,6.0,17.0,Open,,,,1170638.89731,1854113.66778,
0,1,"Block Group 3, Census Tract 5805.01, Cook County, Illinois",1399,157,43,17,031,580501,3,1110,2016-12-25T00:00:00,,58.0,W 41ST 3115 PL,Vacant/Abandoned Building,41.818127476,-87.7022728162,9.0,15.0,Open,,,,1156268.25227,1876947.63868,
0,1,"Block Group 2, Census Tract 8350, Cook County, Illinois",91,1093,0,17,031,835000,2,1111,2016-12-24T00:00:00,,66.0,S ARTESIAN 6228 AVE,Vacant/Abandoned Building,41.780550607,-87.684897558,8.0,16.0,Boarded,,,,1161107.81947,1863290.1274,
0,1,"Block Group 2, Census Tract 7306, Cook County, Illinois",32,1152,0,17,031,730600,2,1112,2016-12-24T00:00:00,,73.0,S ABERDEEN 10004 ST,Vacant/Abandoned Building,41.7122254606,-87.650269376,22.0,34.0,Open,,,,1170750.18308,1838466.20512,
0,1,"Block Group 1, Census Tract 6813, Cook County, Illinois",0,867,0,17,031,681300,1,1113,2016-12-23T00:00:00,,68.0,S LOWE 7210 AVE,Vacant/Abandoned Building,41.7632679967,-87.6400396483,7.0,6.0,Open,,,,1173393.43668,1857087.92889,
0,1,"Block Group 1, Census Tract 8408, Cook County, Illinois",1458,26,21,17,031,840800,1,1114,2016-12-23T00:00:00,,30.0,S CHRISTIANA 2732 AVE,Vacant/Abandoned Building,41.84205155,-87.7086257028,10.0,22.0,Open,,,,1154473.14153,1885652.80812,
0,1,"Block Group 1, Census Tract 7105, Cook County, Illinois",20,965,0,17,031,710500,1,1115,2016-12-22T00:00:00,,71.0,W 80TH 1640 ST,Vacant/Abandoned Building,41.7485173739,-87.6646044511,6.0,21.0,Open,,,,1166733.44553,1851659.87467,
0,1,"Block Group 1, Census Tract 7105, Cook County, Illinois",20,965,0,17,031,710500,1,1116,2016-12-22T00:00:00,,71.0,W 80TH 1644 ST,Vacant/Abandoned Building,41.7485111666,-87.6650919515,6.0,21.0,Open,,,,1166600.43278,1851656.57925,
0,1,"Block Group 2, Census Tract 6911, Cook County, Illinois",11,668,0,17,031,691100,2,1117,2016-12-22T00:00:00,,69.0,S VINCENNES 7461 AVE,Vacant/Abandoned Building,41.7588305048,-87.6310463335,7.0,6.0,Open,,,,1175860.19567,1855490.847,
0,1,"Block Group 2, Census Tract 2520, Cook County, Illinois",6,2344,0,17,031,252000,2,1118,2016-12-22T00:00:00,,25.0,N WALLER 130 AVE,Vacant/Abandoned Building,41.8827959128,-87.7682151993,15.0,29.0,Open,,,,1138138.13678,1900387.4629,
0,1,"Block Group 1, Census Tract 4603.01, Cook County, Illinois",414,495,0,17,031,460301,1,1119,2016-12-21T00:00:00,,46.0,S EXCHANGE 8525 AVE,Vacant/Abandoned Building,41.7405445912,-87.5527119623,4.0,10.0,Open,,,,1197293.34422,1849011.82218,
0,1,"Block Group 2, Census Tract 8340, Cook County, Illinois",0,641,0,17,031,834000,2,1120,2016-12-21T00:00:00,,49.0,S PERRY 9240 AVE,Vacant/Abandoned Building,41.7264339799,-87.6263696743,6.0,21.0,Open,,,,1177233.15412,1843696.30797,
0,1,"Block Group 1, Census Tract 5611, Cook County, Illinois",452,0,0,17,031,561100,1,1121,2016-12-21T00:00:00,,56.0,S CENTRAL 5716 AVE,Vacant/Abandoned Building,41.7887717644,-87.7621554021,8.0,23.0,Open,,,,1140016.11923,1866136.42059,
0,1,"Block Group 1, Census Tract 7203, Cook County, Illinois",666,116,0,17,031,720300,1,1122,2016-12-21T00:00:00,,72.0,S SEELEY 10025 AVE,Vacant/Abandoned Building,41.7115139403,-87.6733077959,22.0,19.0,Open,,,,1164461.84872,1838157.87619,
0,1,"Block Group 5, Census Tract 6909, Cook County, Illinois",0,1328,0,17,031,690900,5,1123,2016-12-20T00:00:00,,69.0,S VERNON 7318 AVE,Vacant/Abandoned Building,41.7617486326,-87.6139595962,3.0,6.0,Open,,,,1180513.23312,1856592.71052,
0,1,"Block Group 2, Census Tract 2431, Cook County, Illinois",455,14,5,17,031,243100,2,1124,2016-12-20T00:00:00,,24.0,N WOOD 543 ST,Vacant/Abandoned Building,41.8918177502,-87.6720489196,12.0,1.0,,,,,1164300.10003,1903862.13,
0,1,"Block Group 3, Census Tract 4607, Cook County, Illinois",231,233,0,17,031,460700,3,1125,2016-12-20T00:00:00,,46.0,E 87TH 2936 ST,Vacant/Abandoned Building,41.7373644579,-87.5525821697,4.0,10.0,Open,,,,1197339.27999,1847853.33123,
0,1,"Block Group 2, Census Tract 3018.02, Cook County, Illinois",811,20,0,17,031,301802,2,1126,2016-12-19T00:00:00,,30.0,W 25TH 4209 PL,Vacant/Abandoned Building,41.845098536,-87.729589046,10.0,22.0,Open,,,,1148753.12633,1886722.26689,
0,1,"Block Group 1, Census Tract 8413, Cook County, Illinois",539,12,15,17,031,841300,1,1127,2016-12-19T00:00:00,,31.0,W 23RD 2112 PL,Vacant/Abandoned Building,41.8494193744,-87.6785173313,10.0,25.0,Open,,,,1162656.77398,1888398.73017,
0,1,"Block Group 1, Census Tract 2520, Cook County, Illinois",19,699,0,17,031,252000,1,1128,2016-12-19T00:00:00,,25.0,N PARKSIDE 207 AVE,Vacant/Abandoned Building,41.8843138211,-87.7666540759,15.0,29.0,Open,,,,1138559.59769,1900943.38942,
0,1,"Block Group 1, Census Tract 510, Cook County, Illinois",1468,30,131,17,031,051000,1,1129,2016-12-19T00:00:00,,5.0,W MELROSE 2214 ST,Vacant/Abandoned Building,41.9404206802,-87.6835679908,19.0,32.0,Boarded,,,,1161029.56608,1921549.12721,
0,1,"Block Group 2, Census Tract 2415, Cook County, Illinois",650,14,37,17,031,241500,2,1130,2016-12-18T00:00:00,,24.0,N PAULINA 1341 ST,Vacant/Abandoned Building,41.9060642799,-87.6700039253,14.0,1.0,Boarded,,,,1164816.76061,1909057.86433,
0,1,"Block Group 2, Census Tract 209.01, Cook County, Illinois",327,109,0,17,031,020901,2,1131,2016-12-18T00:00:00,,2.0,N HAMILTON 6164 AVE,Vacant/Abandoned Building,41.993500197,-87.6835913891,24.0,40.0,Open,,,,1160876.51708,1940891.47993,
0,1,"Block Group 1, Census Tract 6718, Cook County, Illinois",96,1201,0,17,031,671800,1,1132,2016-12-18T00:00:00,,67.0,W 74TH 1214 PL,Vacant/Abandoned Building,41.7586758039,-87.6544060505,7.0,17.0,Open,,,,1169487.20003,1855383.30999,
0,1,"Block Group 4, Census Tract 2925, Cook County, Illinois",12,278,0,17,031,292500,4,1133,2016-12-16T00:00:00,,29.0,W 16TH 4321 ST,Vacant/Abandoned Building,41.8587514862,-87.7330899849,10.0,24.0,Open,,,,1147764.44,1891690.66937,
0,1,"Block Group 2, Census Tract 8356, Cook County, Illinois",14,506,0,17,031,835600,2,1134,2016-12-16T00:00:00,,37.0,W 51ST 317 PL,Vacant/Abandoned Building,41.8008877477,-87.6337758897,9.0,3.0,Open,,,,1174990.79003,1870810.14,
0,1,"Block Group 2, Census Tract 8347, Cook County, Illinois",92,644,62,17,031,834700,2,1135,2016-12-16T00:00:00,,68.0,S PEORIA 5621 ST,Vacant/Abandoned Building,41.7920658167,-87.6475315432,7.0,20.0,Open,,,,1171265.80989,1867565.25797,
0,1,"Block Group 1, Census Tract 4603.02, Cook County, Illinois",8,835,77,17,031,460302,1,1136,2016-12-16T00:00:00,,46.0,S MANISTEE 7927 AVE,Vacant/Abandoned Building,41.7513498186,-87.5577359591,4.0,7.0,Open,,,,1195886.72008,1852936.75747,
0,1,"Block Group 2, Census Tract 2512, Cook County, Illinois",6,935,0,17,031,251200,2,1137,2016-12-16T00:00:00,,25.0,N LATROBE 933 AVE,Vacant/Abandoned Building,41.8973569962,-87.7568865398,15.0,37.0,Open,,,,1141187.42628,1905714.02281,
0,1,"Block Group 1, Census Tract 6713, Cook County, Illinois",24,1056,0,17,031,671300,1,1138,2016-12-16T00:00:00,,67.0,S WINCHESTER 6318 AVE,Vacant/Abandoned Building,41.7790072013,-87.6726878563,7.0,15.0,Open,,,,1164442.29589,1862753.07041,
0,1,"Block Group 3, Census Tract 1508, Cook County, Illinois",847,78,62,17,031,150800,3,1139,2016-12-16T00:00:00,,15.0,W PATTERSON 4845 AVE,Vacant/Abandoned Building,41.9470205698,-87.7482814794,16.0,30.0,,,,,1143406.69028,1923827.33377,
0,1,"Block Group 1, Census Tract 7401, Cook County, Illinois",560,0,0,17,031,740100,1,1140,2016-12-16T00:00:00,,74.0,S TROY 10459 ST,Vacant/Abandoned Building,41.7032771789,-87.7000661945,22.0,19.0,Open,,,,1157177.83371,1835101.63308,
0,1,"Block Group 1, Census Tract 4913, Cook County, Illinois",0,538,0,17,031,491300,1,1141,2016-12-16T00:00:00,,49.0,W 112TH 40 ST,Vacant/Abandoned Building,41.6907596749,-87.6241334331,5.0,34.0,Open,,,,1177950.6565,1830702.02193,
0,1,"Block Group 1, Census Tract 7306, Cook County, Illinois",0,810,0,17,031,730600,1,1142,2016-12-16T00:00:00,,73.0,S VINCENNES 9928 AVE,Vacant/Abandoned Building,41.7133223326,-87.6536032316,22.0,34.0,,,,,1169836.76448,1838858.68922,
0,1,"Block Group 1, Census Tract 8358, Cook County, Illinois",75,1577,21,17,031,835800,1,1143,2016-12-15T00:00:00,,38.0,S DR MARTIN LUTHER KING JR 4516 DR,Vacant/Abandoned Building,41.8130100703,-87.61669017,2.0,3.0,Open,,,,1179612.56299,1875265.82852,
0,1,"Block Group 4, Census Tract 4402.01, Cook County, Illinois",74,1468,0,17,031,440201,4,1144,2016-12-15T00:00:00,,44.0,S VERNON 7936 AVE,Vacant/Abandoned Building,41.7504747338,-87.6136954534,6.0,6.0,Open,,,,1180619.66249,1852485.19929,
0,1,"Block Group 1, Census Tract 6704, Cook County, Illinois",17,1453,0,17,031,670400,1,1145,2016-12-15T00:00:00,,67.0,S WOLCOTT 5544 AVE,Vacant/Abandoned Building,41.7929317084,-87.6718364599,7.0,15.0,Boarded,,,,1164635.48001,1867828.84802,
0,1,"Block Group 1, Census Tract 6810, Cook County, Illinois",0,572,0,17,031,681000,1,1146,2016-12-14T00:00:00,,68.0,S RACINE 6351 AVE,Vacant/Abandoned Building,41.7786726905,-87.6544760715,7.0,16.0,Open,,,,1169410.58291,1862669.86519,
0,1,"Block Group 2, Census Tract 4605, Cook County, Illinois",11,388,0,17,031,460500,2,1147,2016-12-14T00:00:00,,46.0,S CRANDON 8244 AVE,Vacant/Abandoned Building,41.7454390098,-87.5685714243,4.0,8.0,Open,,,,1192949.17762,1850756.44142,
0,1,"Block Group 1, Census Tract 6805, Cook County, Illinois",37,400,0,17,031,680500,1,1148,2016-12-14T00:00:00,,68.0,S ABERDEEN 5620 ST,Vacant/Abandoned Building,41.7920142876,-87.652390467,7.0,16.0,Open,,,,1169940.93953,1867535.9486,
0,1,"Block Group 4, Census Tract 4605, Cook County, Illinois",0,618,0,17,031,460500,4,1149,2016-12-14T00:00:00,,46.0,S PAXTON 8222 AVE,Vacant/Abandoned Building,41.7458108495,-87.5710109427,4.0,8.0,Boarded,,,,1192282.24197,1850886.02921,
0,1,"Block Group 1, Census Tract 6718, Cook County, Illinois",96,1201,0,17,031,671800,1,1150,2016-12-14T00:00:00,,68.0,S RACINE 7417 AVE,Vacant/Abandoned Building,41.7590784949,-87.6539590521,7.0,17.0,Boarded,,,,1169608.00003,1855531.00999,
